PLAYER NAME|CLUB|LEAGUE|POS|OVR|PAC|SHO|PAS|DRI|DEF|PHY
Romain Faivre|Stade Brestois 29|Ligue 1 Uber Eats|RM|81|79|82|62|78|26|78
Emiliano Vecchio|Rosario Central|CONMEBOL Sudamericana|CAM|81|60|82|81|80|73|80
Sebastián Blanco|Portland Timbers|Major League Soccer|CAM|81|78|78|80|85|63|70
Iago|FC Augsburg|Bundesliga|LB|81|81|66|77|81|75|77
Maxwel Cornet|Burnley|Premier League|LW|81|78|77|78|78|74|80
Dominik Szoboszlai|RB Leipzig|Bundesliga|CF|81|58|84|71|78|29|71
Ondrej Duda|1. FC Köln|Bundesliga|CAM|81|68|49|62|64|82|77
Stephen Eustáquio|Paços Ferreira|Liga Portugal|CM|81|77|84|69|81|35|61
André-Franck Zambo An...|Napoli|Serie A TIM|CM|81|94|67|73|85|41|53
Christopher Trimmel|Union Berlin|Bundesliga|RB|81|71|56|66|64|81|79
Joakim Mæhle|Bergamo Calcio|Serie A TIM|LB|81|83|77|78|84|42|55
Cristhian Stuani|Girona FC|LaLiga SmartBank|ST|81|86|79|76|82|36|68
Harry Wilson|Fulham|EFL Championship|RM|81|70|67|81|85|63|62
Mathias Normann|Norwich|Premier League|CDM|81|79|76|78|86|47|68
Ben White|Arsenal|Premier League|CB|81|90|79|70|86|43|68
Luuk Brouwers|Go Ahead Eagles|Eredivisie|CDM|81|68|78|76|79|72|77
Aleksandar Mitrović|Fulham|EFL Championship|ST|81|84|74|77|84|56|76
Junya Ito|KRC Genk|1A Pro League|RW|81|82|75|80|82|63|69
Lucas Zelarayán|Columbus Crew|Major League Soccer|CAM|81|65|81|79|78|76|74
Galeno|SC Braga|Liga Portugal|LM|81|68|80|84|81|44|55
Robert Skov|TSG Hoffenheim|Bundesliga|LWB|81|76|81|59|78|38|83
Reece James|Chelsea|Premier League|RWB|81|70|77|81|85|37|68
Joshua King|Watford|Premier League|ST|81|78|65|79|84|66|63
Joselu|D. Alavés|LaLiga Santander|ST|81|84|82|73|75|37|85
Óliver Torres|Sevilla FC|LaLiga Santander|CM|81|76|81|79|84|56|65
Youcef Atal|OGC Nice|Ligue 1 Uber Eats|RB|81|94|79|72|78|37|81
Julián Álvarez|River Plate|CONMEBOL Libertadores|ST|81|67|64|74|75|80|85
Ansu Fati|FC Barcelona|LaLiga Santander|LW|81|73|67|73|74|82|79
Pedro Santos|Columbus Crew|Major League Soccer|RM|81|79|74|81|85|69|65
Mattéo Guendouzi|OM|Ligue 1 Uber Eats|CM|81|78|77|82|79|71|71
Enner Valencia|Fenerbahçe|Süper Lig|LW|81|74|75|79|83|69|78
Mohamed Elyounoussi|Southampton|Premier League|CM|81|74|80|83|81|64|79
Roman Yaremchuk|SL Benfica|Liga Portugal|ST|81|76|75|80|80|76|79
Garry Rodrigues|Olympiacos CFP|Hellas Liga|LM|81|53|86|86|86|50|60
Wu Lei|RCD Espanyol|LaLiga Santander|RM|81|75|52|65|69|82|79
Joško Gvardiol|RB Leipzig|Bundesliga|CB|81|83|77|64|77|39|82
Cucurella|Brighton|Premier League|LM|81|93|76|72|82|41|62
Danny Ings|Aston Villa|Premier League|ST|81|87|80|73|85|35|68
Stefano Okaka|Başakşehir|Süper Lig|ST|81|67|65|75|75|78|82
Breel Embolo|M'gladbach|Bundesliga|ST|81|86|58|75|78|78|70
Christian Fassnacht|BSC Young Boys|Credit Suisse Super League|RM|81|77|66|77|81|75|71
Arnaut Danjuma|Villarreal CF|LaLiga Santander|LM|81|32|46|62|63|83|77
Sandro Tonali|Milan|Serie A TIM|CDM|81|63|45|52|63|82|82
Wendell|FC Porto|Liga Portugal|LB|81|65|51|63|57|81|85
Philipp Lienhart|SC Freiburg|Bundesliga|CB|81|79|75|80|83|30|58
Amir Rrahmani|Napoli|Serie A TIM|CB|81|79|83|69|73|34|79
Sergiño Dest|FC Barcelona|LaLiga Santander|LB|81|56|65|73|76|82|69
Arthur Cabral|FC Basel 1893|Credit Suisse Super League|ST|81|88|79|75|83|36|65
Emile Smith Rowe|Arsenal|Premier League|LM|81|79|84|70|80|45|70
Kortney Hause|Aston Villa|Premier League|CB|81|80|49|69|73|82|80
Habib Diallo|Strasbourg|Ligue 1 Uber Eats|ST|81|88|80|75|83|38|70
Jens Toornstra|Feyenoord|Eredivisie|CM|81|59|74|86|78|67|73
Ludovic Blas|FC Nantes|Ligue 1 Uber Eats|CAM|81|79|81|79|78|44|82
Pedro Rebocho|Lech Poznań|PKO Bank Polski Ekstraklasa|LB|81|86|82|75|85|52|68
Marco Davide Faraoni|Hellas Verona|Serie A TIM|RWB|81|79|67|78|80|73|74
Gonzalo Higuaín|Inter Miami CF|Major League Soccer|ST|81|81|75|81|85|70|61
Yeray|Athletic Club|LaLiga Santander|CB|81|75|76|82|83|69|73
Paco Alcácer|Villarreal CF|LaLiga Santander|ST|81|78|73|81|80|72|77
Moussa Diaby|Leverkusen|Bundesliga|LW|81|81|68|77|78|80|77
Iñigo Martínez|Athletic Club|LaLiga Santander|CB|81|49|36|52|55|84|80
Matteo Politano|Napoli|Serie A TIM|RM|81|57|45|67|65|82|81
Gonçalo Guedes|Valencia CF|LaLiga Santander|LM|81|64|84|67|76|39|71
Kevin Kampl|RB Leipzig|Bundesliga|CM|81|70|73|82|83|35|62
Marlos|Shakhtar Donetsk|Ukrayina Liha|CAM|81|64|81|81|82|40|66
Lucas Moura|Spurs|Premier League|RM|81|80|81|82|82|36|66
Donny van de Beek|Manchester Utd|Premier League|CM|81|86|77|76|81|45|63
Dejan Kulusevski|Piemonte Calcio|Serie A TIM|RW|81|76|63|80|77|76|73
Jonathan Viera|UD Las Palmas|LaLiga SmartBank|CAM|81|92|62|77|82|70|65
Maximilian Arnold|VfL Wolfsburg|Bundesliga|CDM|81|75|75|81|85|66|71
Dakonam Djené|Getafe CF|LaLiga Santander|CB|81|75|71|74|74|83|82
Joaquín|Real Betis|LaLiga Santander|RM|81|76|74|76|80|76|79
Andrea Belotti|Torino|Serie A TIM|ST|81|68|83|73|74|41|84
Luís Carlos Almeida d...|Orlando City|Major League Soccer|LW|81|66|71|83|79|76|79
Pedri|FC Barcelona|LaLiga Santander|CM|81|64|63|71|73|80|86
Andy Delort|OGC Nice|Ligue 1 Uber Eats|ST|81|84|67|76|81|77|75
Pedro Gonçalves|Sporting CP|Liga Portugal|RW|81|70|75|76|76|78|84
Iñaki Williams|Athletic Club|LaLiga Santander|ST|81|76|77|79|80|76|62
Benjamin André|LOSC Lille|Ligue 1 Uber Eats|CDM|81|78|69|79|85|63|68
Danilo|Piemonte Calcio|Serie A TIM|RB|81|65|79|79|79|82|82
Christopher Nkunku|RB Leipzig|Bundesliga|CAM|81|84|75|77|85|39|69
Carlos Soler|Valencia CF|LaLiga Santander|CM|81|81|79|76|79|64|74
Lucas Paquetá|OL|Ligue 1 Uber Eats|CM|81|63|57|62|59|83|81
Ruslan Malinovskyi|Bergamo Calcio|Serie A TIM|CF|81|75|77|81|82|64|66
Jordan Veretout|Roma FC|Serie A TIM|CDM|81|76|62|72|67|83|78
James Rodríguez|Everton|Premier League|RW|81|82|73|79|80|69|69
Edmond Tapsoba|Leverkusen|Bundesliga|CB|81|78|37|66|69|81|80
Dominic Calvert-Lewin|Everton|Premier League|ST|81|73|75|80|84|48|66
Hirving Lozano|Napoli|Serie A TIM|RW|81|78|62|81|78|78|78
Anthony Martial|Manchester Utd|Premier League|ST|81|89|83|64|84|43|86
Kalvin Phillips|Leeds United|Premier League|CDM|81|84|82|70|76|31|83
Reguilón|Spurs|Premier League|LB|81|80|51|70|71|82|86
Fred|Manchester Utd|Premier League|CDM|81|89|72|78|80|50|72
José Fonte|LOSC Lille|Ligue 1 Uber Eats|CB|81|85|82|74|80|56|70
Medhi Benatia|Karagümrük SK|Süper Lig|CB|81|78|82|61|75|31|84
Kurt Zouma|West Ham|Premier League|CB|81|81|82|66|80|44|74
Adnan Januzaj|Real Sociedad|LaLiga Santander|RW|81|88|80|67|81|38|76
Burak Yılmaz|LOSC Lille|Ligue 1 Uber Eats|ST|81|83|64|72|75|80|84
Lucas Leiva|Latium|Serie A TIM|CDM|81|92|77|70|82|32|71
Nicolas Pépé|Arsenal|Premier League|RM|81|67|60|83|83|67|59
Danny Ings|Aston Villa|Premier League|ST|81|68|78|78|82|65|75
Nordi Mukiele|RB Leipzig|Bundesliga|RWB|81|58|79|82|77|72|70
Darwin Machís|Granada CF|LaLiga Santander|LM|81|66|70|81|83|66|66
James Ward-Prowse|Southampton|Premier League|CM|81|74|77|80|77|76|76
Marko Arnautović|Bologna|Serie A TIM|ST|81|71|75|80|84|69|68
Morales|Levante UD|LaLiga Santander|ST|81|90|80|71|76|36|77
Cucurella|Brighton|Premier League|LM|81|88|76|66|84|37|68
Piotr Zieliński|Napoli|Serie A TIM|CM|81|77|82|54|75|34|84
Giovani Lo Celso|Spurs|Premier League|CM|81|77|75|77|79|67|72
Lorenzo Pellegrini|Roma FC|Serie A TIM|CAM|81|83|81|73|79|51|76
Konrad Laimer|RB Leipzig|Bundesliga|CDM|81|80|81|70|76|48|78
Willi Orban|RB Leipzig|Bundesliga|CB|81|87|50|67|75|75|84
James Tarkowski|Burnley|Premier League|CB|81|89|74|80|79|44|76
Arkadiusz Milik|OM|Ligue 1 Uber Eats|ST|81|85|80|70|76|40|81
Emil Forsberg|RB Leipzig|Bundesliga|CAM|81|52|32|61|60|83|77
Max Kruse|Union Berlin|Bundesliga|CF|81|56|40|60|62|82|76
Steven Berghuis|Ajax|Eredivisie|RW|81|57|42|75|77|76|76
Harvey Barnes|Leicester City|Premier League|LM|81|51|69|85|84|62|58
Edin Višća|Trabzonspor|Süper Lig|RM|81|77|76|76|81|48|59
Sergi Roberto|FC Barcelona|LaLiga Santander|RB|81|88|80|63|75|39|81
Manuel Lazzari|Latium|Serie A TIM|RWB|81|71|61|72|73|80|74
Houssem Aouar|OL|Ligue 1 Uber Eats|CM|81|83|77|78|82|48|71
Thomas Delaney|Sevilla FC|LaLiga Santander|CDM|81|63|75|81|77|67|76
Adrien Rabiot|Piemonte Calcio|Serie A TIM|CM|81|69|71|77|78|75|73
André-Pierre Gignac|Tigres|LIGA BBVA MX|ST|81|68|66|77|77|77|78
Leandro Paredes|Paris SG|Ligue 1 Uber Eats|CDM|81|67|74|83|82|69|69
Danilo Pereira|Paris SG|Ligue 1 Uber Eats|CDM|81|68|78|78|82|65|75
Renan Lodi|Atlético de Madrid|LaLiga Santander|LB|81|74|67|74|79|79|75
Héctor Herrera|Atlético de Madrid|LaLiga Santander|CM|81|82|64|74|81|75|75
Alessandro Florenzi|Milan|Serie A TIM|RB|81|76|74|79|81|68|73
Otávio|FC Porto|Liga Portugal|LM|81|74|64|79|80|78|77
Arturo Vidal|Inter|Serie A TIM|CM|81|87|80|61|79|25|67
Joaquín Correa|Inter|Serie A TIM|CF|81|66|46|74|70|81|74
Ivan Perišić|Inter|Serie A TIM|LM|81|77|82|74|79|39|73
Nicolás Otamendi|SL Benfica|Liga Portugal|CB|81|75|77|79|82|43|69
Luis Miguel Afonso Fe...|SL Benfica|Liga Portugal|CM|81|89|75|74|81|39|69
Jan Vertonghen|SL Benfica|Liga Portugal|CB|81|72|76|81|82|57|59
Lucas Vázquez|Real Madrid|LaLiga Santander|RW|81|70|70|67|61|81|81
Nacho Fernández|Real Madrid|LaLiga Santander|CB|81|90|80|71|76|36|77
Julian Brandt|Borussia Dortmund|Bundesliga|CAM|81|66|70|81|83|66|66
Marvin Plattenhardt|Hertha Berlin|Bundesliga|LB|80|74|73|83|81|49|74
Žan Celar|FC Lugano|Credit Suisse Super League|ST|80|88|78|78|81|46|69
Kodjo Fo-Doh Laba|Al Ain FC|United Emirates League|ST|80|82|76|75|81|63|65
Maximilian Wöber|RB Salzburg|Österreichische Fußball-Bundesliga|CB|80|69|70|73|77|73|81
Cristian Espinoza|SJ Earthquakes|Major League Soccer|RM|80|80|67|73|79|75|75
Kemar Roofe|Rangers|cinch Premiership|ST|80|84|60|75|77|75|79
Beto|Udinese|Serie A TIM|ST|80|71|84|78|74|73|80
Abel Ruiz|SC Braga|Liga Portugal|ST|80|82|64|76|77|74|88
Jonathan Rodríguez|Al Nassr|MBS Pro League|ST|80|61|45|50|59|80|84
Denis Zakaria|Piemonte Calcio|Serie A TIM|CDM|80|57|48|63|61|80|78
Luis Díaz|Liverpool|Premier League|LM|80|66|47|58|64|82|80
Stefano Sensi|Sampdoria|Serie A TIM|CM|80|76|46|60|67|80|80
Dele Alli|Everton|Premier League|CAM|80|65|75|80|83|52|66
Sérgio Oliveira|Roma FC|Serie A TIM|CM|80|74|50|72|73|79|78
Aaron Ramsey|Rangers|cinch Premiership|CM|80|85|51|66|71|82|77
Daniel Wass|Atlético de Madrid|LaLiga Santander|RB|80|83|77|78|79|55|72
Rafinha|Real Sociedad|LaLiga Santander|CM|80|86|76|73|84|57|68
Cédric Bakambu|OM|Ligue 1 Uber Eats|ST|80|66|75|75|75|78|84
Randal Kolo Muani|FC Nantes|Ligue 1 Uber Eats|ST|80|84|73|73|81|70|75
Georgios Giakoumakis|Celtic|cinch Premiership|ST|80|74|77|80|77|76|76
Conor Gallagher|Crystal Palace|Premier League|CM|80|84|74|77|84|72|84
Bryan Linssen|Feyenoord|Eredivisie|ST|80|62|68|85|82|24|48
Marco Ruben|Rosario Central|CONMEBOL Sudamericana|ST|80|65|33|65|69|82|80
Alan Mozo|Pumas|LIGA BBVA MX|RB|80|66|81|68|73|32|82
Miroslav Stevanović|Servette FC|Credit Suisse Super League|RW|80|85|73|78|80|45|57
Anthony Lozano|Cádiz CF|LaLiga Santander|LM|80|65|62|68|67|80|78
Luis Díaz|FC Porto|Liga Portugal|LM|80|65|61|74|74|80|68
Jonny Evans|Leicester City|Premier League|CB|80|75|53|71|76|79|69
Angelo Ogbonna|West Ham|Premier League|CB|80|83|43|67|71|81|81
Diego Demme|Napoli|Serie A TIM|CDM|80|85|78|75|82|39|69
Iniesta|Vissel Kobe|Meiji Yasuda J1 League|CM|80|70|73|75|85|65|66
José Callejón|Fiorentina|Serie A TIM|RM|80|82|57|68|81|75|75
Victor Osimhen|Napoli|Serie A TIM|ST|80|77|56|73|75|78|81
Bartra|Real Betis|LaLiga Santander|CB|80|79|63|70|75|74|80
Nikola Vlašić|West Ham|Premier League|CAM|80|65|71|80|77|76|72
Joan Jordán|Sevilla FC|LaLiga Santander|CM|80|68|67|76|80|78|79
Remo Freuler|Bergamo Calcio|Serie A TIM|CM|80|70|76|81|81|70|71
Enzo Pérez|River Plate|CONMEBOL Libertadores|CDM|80|66|77|77|78|76|78
Téji Savanier|Montpellier|Ligue 1 Uber Eats|CM|80|83|64|72|75|80|84
Dele Alli|Spurs|Premier League|CAM|80|61|50|63|60|82|77
Lucas Torreira|Fiorentina|Serie A TIM|CDM|80|55|49|65|65|82|80
Ismaily|Shakhtar Donetsk|Ukrayina Liha|LB|80|65|80|64|74|35|80
Roberto Pereyra|Udinese|Serie A TIM|CM|80|66|79|62|74|51|81
Gerson|OM|Ligue 1 Uber Eats|CM|80|77|82|63|77|41|74
Josef Martínez|Atlanta United|Major League Soccer|ST|80|69|77|83|82|38|67
Aïssa Mandi|Villarreal CF|LaLiga Santander|CB|80|63|51|73|72|81|78
Eran Zahavi|PSV|Eredivisie|ST|80|50|72|84|80|70|66
Konstantinos Fortounis|Olympiacos CFP|Hellas Liga|CAM|80|72|78|77|81|41|74
Jonathan Bamba|LOSC Lille|Ligue 1 Uber Eats|LM|80|41|82|81|78|65|83
Pablo Sarabia|Sporting CP|Liga Portugal|RW|80|77|78|76|78|40|82
Martin Hinteregger|Frankfurt|Bundesliga|CB|80|84|68|76|82|65|64
Cédric Bakambu|Beijing Guoan|Chinese Football Association Super League|ST|80|82|61|74|81|75|71
Aaron Ramsey|Piemonte Calcio|Serie A TIM|CM|80|71|75|80|84|69|68
Nicolás Lodeiro|Sounders FC|Major League Soccer|CAM|80|82|67|79|75|73|75
Quincy Promes|Spartak Moscow|League of Russia|CAM|80|84|64|73|77|77|79
Álex Berenguer|Athletic Club|LaLiga Santander|RM|80|84|66|73|76|76|79
Xaver Schlager|VfL Wolfsburg|Bundesliga|CDM|80|79|79|79|80|41|69
Pedro Porro|Sporting CP|Liga Portugal|RWB|80|74|76|80|82|58|66
Kieran Tierney|Arsenal|Premier League|LB|80|71|75|80|84|69|68
Radja Nainggolan|Royal Antwerp FC|1A Pro League|CAM|80|79|55|73|74|78|77
Capa|Athletic Club|LaLiga Santander|RB|80|73|67|80|84|73|73
Gianluca Mancini|Roma FC|Serie A TIM|CB|80|73|65|80|80|77|69
Diego Godín|Cagliari|Serie A TIM|CB|80|58|79|82|77|72|70
Rafael Tolói|Bergamo Calcio|Serie A TIM|CB|80|78|76|78|83|43|68
Çağlar Söyüncü|Leicester City|Premier League|CB|80|67|60|83|83|67|59
Pozuelo|Toronto FC|Major League Soccer|CAM|80|69|69|80|83|66|68
Boubacar Kamara|OM|Ligue 1 Uber Eats|CDM|80|86|75|73|85|32|62
Lukas Klostermann|RB Leipzig|Bundesliga|CB|80|73|72|80|87|75|71
Embarba|RCD Espanyol|LaLiga Santander|RM|80|90|79|72|83|30|74
Eduardo Salvio|Boca Juniors|CONMEBOL Libertadores|RM|80|65|31|65|68|83|72
Scott McTominay|Manchester Utd|Premier League|CDM|80|95|70|71|87|29|66
Ridle Baku|VfL Wolfsburg|Bundesliga|RM|80|72|78|82|82|48|67
Daniel Wass|Valencia CF|LaLiga Santander|RB|80|67|75|75|81|78|84
Renato Sanches|LOSC Lille|Ligue 1 Uber Eats|CM|80|72|74|74|76|80|80
Unai Núñez|Athletic Club|LaLiga Santander|CB|80|77|76|80|80|70|71
Mesut Özil|Fenerbahçe|Süper Lig|CAM|80|72|55|73|73|78|80
Alessandro Bastoni|Inter|Serie A TIM|CB|80|62|76|79|80|73|80
Maximiliano Gómez|Valencia CF|LaLiga Santander|ST|80|71|71|83|80|75|73
Viktor Tsygankov|Dynamo Kyiv|Ukrayina Liha|RM|80|83|79|75|83|34|72
Samuel Umtiti|FC Barcelona|LaLiga Santander|CB|80|73|70|72|73|76|81
Nacho Monreal|Real Sociedad|LaLiga Santander|LB|80|93|48|65|78|76|78
Jonny|Wolves|Premier League|LWB|80|78|37|56|70|81|79
Jason Denayer|OL|Ligue 1 Uber Eats|CB|80|66|79|69|73|44|90
Steven Bergwijn|Spurs|Premier League|LM|80|87|76|72|87|38|55
Naby Keïta|Liverpool|Premier League|CM|80|88|66|76|82|73|72
Nélson Semedo|Wolves|Premier League|RWB|80|91|73|77|79|60|71
Vladimír Coufal|West Ham|Premier League|RB|80|85|72|73|85|37|64
Stefan Lainer|M'gladbach|Bundesliga|RB|80|68|82|76|83|43|70
Charles Aránguiz|Leverkusen|Bundesliga|CDM|80|68|63|78|78|73|75
Francis Coquelin|Villarreal CF|LaLiga Santander|CM|80|79|82|75|77|32|69
Marek Hamšík|Trabzonspor|Süper Lig|CM|80|60|81|68|72|36|74
Corentin Tolisso|FC Bayern München|Bundesliga|CM|80|86|62|73|77|73|80
Denis Zakaria|M'gladbach|Bundesliga|CDM|80|68|70|77|81|79|87
Zouhair Feddal|Sporting CP|Liga Portugal|CB|80|89|70|74|83|35|60
Michael Keane|Everton|Premier League|CB|80|64|79|60|70|40|81
Borja Iglesias|Real Betis|LaLiga Santander|ST|80|86|82|73|77|45|86
Sébastien Haller|Ajax|Eredivisie|ST|80|77|36|55|61|80|82
Roger|Levante UD|LaLiga Santander|ST|80|80|75|79|82|47|57
Dimitri Payet|OM|Ligue 1 Uber Eats|LW|80|80|81|72|81|44|71
Victor Lindelöf|Manchester Utd|Premier League|CB|80|78|73|76|81|37|52
João Moutinho|Wolves|Premier League|CM|80|87|62|72|80|76|80
João Pedro|Cagliari|Serie A TIM|CF|80|79|64|63|61|82|83
Raúl García|Athletic Club|LaLiga Santander|ST|80|94|76|78|80|42|69
Gaëtan Laborde|Stade Rennais FC|Ligue 1 Uber Eats|ST|80|75|61|78|80|76|63
Bukayo Saka|Arsenal|Premier League|RM|80|71|35|61|64|81|79
Noussair Mazraoui|Ajax|Eredivisie|RB|80|84|71|81|83|56|61
Rafinha|Paris SG|Ligue 1 Uber Eats|CM|80|96|72|71|79|65|68
Philipp Max|PSV|Eredivisie|LB|80|73|80|67|79|42|80
Hans Hateboer|Bergamo Calcio|Serie A TIM|RM|80|67|53|60|65|79|86
Giovanni Di Lorenzo|Napoli|Serie A TIM|RB|80|73|45|74|75|77|80
Florian Thauvin|Tigres|LIGA BBVA MX|RW|80|73|45|74|75|77|80
Julian Draxler|Paris SG|Ligue 1 Uber Eats|CAM|80|84|79|74|82|49|75
Rafinha|Paris SG|Ligue 1 Uber Eats|CM|80|65|77|78|77|77|81
Šime Vrsaljko|Atlético de Madrid|LaLiga Santander|RB|80|77|79|80|78|63|68
Ismaël Bennacer|Milan|Serie A TIM|CM|80|79|81|64|75|31|69
Oleksandr Zinchenko|Manchester City|Premier League|LB|80|85|74|75|83|37|69
Sérgio Miguel Relvas ...|FC Porto|Liga Portugal|CM|80|77|74|75|80|62|53
Alexis Sánchez|Inter|Serie A TIM|CF|80|89|75|74|79|64|79
Stefano Sensi|Inter|Serie A TIM|CM|80|74|78|67|77|36|81
João Mário|SL Benfica|Liga Portugal|CM|80|77|72|78|79|76|82
Everton|SL Benfica|Liga Portugal|LM|80|92|65|72|80|71|76
Marcelo|Real Madrid|LaLiga Santander|LB|80|88|76|79|81|38|63
Manuel Akanji|Borussia Dortmund|Bundesliga|CB|80|93|77|72|74|51|88
Donyell Malen|Borussia Dortmund|Bundesliga|ST|80|93|82|64|79|37|75
Andreas Christensen|Chelsea|Premier League|CB|80|78|78|77|79|60|76
Vinícius Jr.|Real Madrid|LaLiga Santander|LW|80|69|58|75|75|78|73
Valentin Eysseric|Kasımpaşa|Süper Lig|CM|79|68|81|59|77|32|69
Hakan Arslan|Sivasspor|Süper Lig|RB|79|85|77|76|79|42|66
John Lundstram|Rangers|cinch Premiership|CB|79|79|60|77|78|76|80
Érick Gutiérrez|PSV|Eredivisie|CM|79|86|81|77|82|34|78
Nicolas Höfler|SC Freiburg|Bundesliga|CDM|79|84|75|74|83|55|69
Scott Arfield|Rangers|cinch Premiership|CM|79|69|70|79|75|78|75
Salman Al Faraj|Al Hilal|MBS Pro League|CM|79|80|82|60|68|34|91
Tarik Tissoudali|KAA Gent|1A Pro League|ST|79|79|80|65|81|31|72
Vitaly Janelt|Brentford|Premier League|CM|79|84|77|72|80|35|78
Antonee Robinson|Fulham|EFL Championship|LB|79|80|82|67|78|38|85
Marc Guéhi|Crystal Palace|Premier League|CB|79|62|42|58|63|81|78
Isaac Kiese Thelin|Malmö FF|Allsvenskan|ST|79|62|36|64|65|79|83
Emre Mor|Karagümrük SK|Süper Lig|RM|79|68|80|61|76|31|76
Callum O'Hare|Coventry City|EFL Championship|CAM|79|75|45|55|65|80|80
Lewis Morgan|Red Bulls|Major League Soccer|LM|79|45|64|75|72|75|70
David Neres|Shakhtar Donetsk|Ukrayina Liha|RW|79|75|68|79|83|41|59
Luis Miguel Rodríguez|Colón|Liga Profesional de Fútbol|ST|79|82|34|68|72|75|75
Bruno Guimarães|Newcastle Utd|Premier League|CDM|79|84|80|66|78|32|67
Lucas Pérez|Cádiz CF|LaLiga Santander|ST|79|71|77|62|70|45|84
Bafétimbi Gomis|Galatasaray|Süper Lig|ST|79|75|82|68|81|35|68
Eli Dasa|Vitesse|Eredivisie|RM|79|88|73|73|83|30|64
Ibrahim Traoré|Slavia Praha|Česká Liga|CM|79|79|82|75|77|32|69
Jonathan Ikoné|Fiorentina|Serie A TIM|RM|79|80|78|66|78|41|77
Chris Wood|Newcastle Utd|Premier League|ST|79|91|72|72|84|37|65
Andreas Voglsammer|Union Berlin|Bundesliga|ST|79|75|76|80|81|46|67
Nico Schlotterbeck|SC Freiburg|Bundesliga|CB|79|75|72|80|79|57|66
Christian Cueva|Al Fateh|MBS Pro League|LW|79|65|64|74|74|75|78
Sergio León|R. Valladolid CF|LaLiga SmartBank|ST|79|56|70|81|77|77|75
Yeremy|Villarreal CF|LaLiga Santander|RM|79|70|68|75|78|77|75
Mohamed Camara|RB Salzburg|Österreichische Fußball-Bundesliga|CDM|79|68|67|75|73|79|81
Trent Sainsbury|KV Kortrijk|1A Pro League|CB|79|83|76|73|78|55|83
Thomas Goiginger|LASK|Österreichische Fußball-Bundesliga|LM|79|72|69|75|77|77|82
Billy Gilmour|Norwich|Premier League|CDM|79|70|76|72|76|77|81
Dael Fry|Middlesbrough|EFL Championship|CB|79|60|36|59|61|80|84
Michael Olise|Crystal Palace|Premier League|RW|79|68|36|60|58|80|80
Gerrit Holtmann|VfL Bochum|Bundesliga|LW|79|61|39|63|71|81|78
Giorgi Kvilitaia|Apoel FC|Liga Cyprus|ST|79|88|33|56|65|80|77
Papy Djilobodji|Gaziantep|Süper Lig|CB|79|74|39|63|68|80|77
Trevoh Chalobah|Chelsea|Premier League|CDM|79|47|58|75|67|79|75
Trevoh Chalobah|Chelsea|Premier League|CDM|79|67|78|64|75|44|81
Alireza Jahanbakhsh|Feyenoord|Eredivisie|LM|79|85|77|56|78|40|75
Fabian Frei|FC Basel 1893|Credit Suisse Super League|CDM|79|79|78|75|82|35|66
Emre Akbaba|Alanyaspor|Süper Lig|CM|79|47|71|77|78|77|69
Evanilson|FC Porto|Liga Portugal|ST|79|78|78|75|80|42|69
Selim Amallah|Standard Liège|1A Pro League|CM|79|56|68|75|71|77|78
Lincoln|Santa Clara|Liga Portugal|CAM|79|74|54|76|76|75|76
Sancet|Athletic Club|LaLiga Santander|ST|79|72|78|79|80|61|62
Craig Goodwin|Adelaide United|A-League|LM|79|83|55|70|70|74|81
Jordan Siebatcheu|BSC Young Boys|Credit Suisse Super League|ST|79|75|81|78|82|63|56
Aldo Rocha|Atlas|LIGA BBVA MX|CM|79|73|59|72|75|77|80
David Raum|TSG Hoffenheim|Bundesliga|LWB|79|76|79|75|80|58|68
Sonny Kittel|Hamburger SV|Bundesliga 2|CM|79|84|62|71|74|74|77
Gerson Rodrigues|ESTAC Troyes|Ligue 1 Uber Eats|ST|79|69|69|72|73|79|82
Fashion Sakala|Rangers|cinch Premiership|ST|79|86|66|67|74|75|79
Robin Lod|Minnesota United|Major League Soccer|CM|79|70|68|76|85|73|77
Ben Davies|Spurs|Premier League|LB|79|81|74|77|82|67|74
Massimo Coda|Lecce|Calcio B|ST|79|66|33|61|60|79|77
Jan Kopic|Viktoria Plzeň|Česká Liga|RM|79|70|33|48|65|82|78
Thomas Ouwejan|FC Schalke 04|Bundesliga 2|LWB|79|71|69|81|81|28|55
Carlitos|Panathinaikos|Hellas Liga|ST|79|70|79|70|80|35|68
Kaoru Mitoma|Union SG|1A Pro League|LW|79|47|60|72|72|77|76
Oscar Wendt|IFK Göteborg|Allsvenskan|LB|79|36|67|75|73|80|73
Ercan Kara|SK Rapid Wien|Österreichische Fußball-Bundesliga|ST|79|33|70|75|70|77|79
Gianluca Lapadula|Benevento|Calcio B|ST|79|71|83|69|79|37|70
Germán Berterame|Atlético de San Luis|LIGA BBVA MX|RW|79|56|71|78|78|70|67
Ola Kamara|D.C. United|Major League Soccer|ST|79|87|75|73|82|38|70
Ben Mee|Burnley|Premier League|CB|79|78|57|71|76|75|70
Willy Boly|Wolves|Premier League|CB|79|77|53|70|76|77|74
Mata|Getafe CF|LaLiga Santander|ST|79|79|53|72|76|74|77
Davinson Sánchez|Spurs|Premier League|CB|79|81|81|65|78|44|83
Montoro|Granada CF|LaLiga Santander|CDM|79|68|63|78|78|73|75
Daichi Kamada|Frankfurt|Bundesliga|CAM|79|79|77|77|83|44|75
